"","X","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"4795",4795,"male",2001,15,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4799",4799,"male",1991,25,"young",5,NA,"yes",899,"기타 제조관련 기계조작원",180.3,7,"광주/전남/전북/제주도"
"4801",4801,"male",1960,56,"middle",3,"divorce","no",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"4802",4802,"male",1998,18,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4803",4803,"male",1943,73,"old",4,NA,"no",942,"경비원 및 검표원",127,7,"광주/전남/전북/제주도"
"4804",4804,"male",1980,36,"middle",1,"marriage","no",254,"문리 기술 및 예능 강사",150,7,"광주/전남/전북/제주도"
"4810",4810,"male",1964,52,"middle",3,"divorce","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4814",4814,"male",1949,67,"old",3,"divorce","no",772,"건설관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"4815",4815,"male",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4816",4816,"male",1976,40,"middle",1,"marriage","no",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"4817",4817,"male",2003,13,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4819",4819,"male",2012,4,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4821",4821,"male",1955,61,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4824",4824,"male",1942,74,"old",1,"marriage","yes",942,"경비원 및 검표원",120.4,7,"광주/전남/전북/제주도"
"4827",4827,"male",1954,62,"old",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4828",4828,"male",1937,79,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4830",4830,"male",1959,57,"middle",3,"divorce","no",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"4831",4831,"male",1990,26,"young",5,NA,"no",521,"매장 판매 종사자",160,7,"광주/전남/전북/제주도"
"4832",4832,"male",1945,71,"old",1,"marriage","no",941,"청소원 및 환경 미화원",NA,7,"광주/전남/전북/제주도"
"4835",4835,"male",1977,39,"middle",5,NA,"yes",930,"제조관련 단순 종사원",75.4,7,"광주/전남/전북/제주도"
"4836",4836,"male",1978,38,"middle",5,NA,"yes",930,"제조관련 단순 종사원",134.5,7,"광주/전남/전북/제주도"
"4837",4837,"male",1980,36,"middle",5,NA,"yes",930,"제조관련 단순 종사원",76.6,7,"광주/전남/전북/제주도"
"4838",4838,"male",1987,29,"young",5,NA,"no",941,"청소원 및 환경 미화원",40,7,"광주/전남/전북/제주도"
"4840",4840,"male",1974,42,"middle",1,"marriage","no",313,"회계 및 경리 사무원",210,7,"광주/전남/전북/제주도"
"4843",4843,"male",1974,42,"middle",1,"marriage","no",510,"영업 종사자",519.2,7,"광주/전남/전북/제주도"
"4845",4845,"male",2005,11,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4846",4846,"male",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4847",4847,"male",1967,49,"middle",1,"marriage","yes",312,"경영관련 사무원",500,7,"광주/전남/전북/제주도"
"4851",4851,"male",1955,61,"old",1,"marriage","yes",247,"사회복지관련 종사자",NA,7,"광주/전남/전북/제주도"
"4854",4854,"male",1972,44,"middle",1,"marriage","no",613,"축산 및 사육 관련 종사자",NA,7,"광주/전남/전북/제주도"
"4857",4857,"male",1998,18,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4859",4859,"male",1967,49,"middle",5,NA,"no",312,"경영관련 사무원",206.2,7,"광주/전남/전북/제주도"
"4860",4860,"male",1941,75,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4862",4862,"male",1968,48,"middle",1,"marriage","yes",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"4864",4864,"male",2000,16,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4865",4865,"male",2005,11,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4866",4866,"male",1967,49,"middle",1,"marriage","no",773,"건축마감관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"4870",4870,"male",2004,12,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4871",4871,"male",1975,41,"middle",1,"marriage","yes",774,"채굴 및 토목 관련 기능 종사자",435,7,"광주/전남/전북/제주도"
"4874",4874,"male",1956,60,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",96.6,7,"광주/전남/전북/제주도"
"4877",4877,"male",1941,75,"old",1,"marriage","yes",799,"기타 기능관련 종사자",NA,7,"광주/전남/전북/제주도"
"4879",4879,"male",1975,41,"middle",4,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4881",4881,"male",2004,12,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4882",4882,"male",2005,11,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4884",4884,"male",1972,44,"middle",1,"marriage","no",312,"경영관련 사무원",273.3,7,"광주/전남/전북/제주도"
"4887",4887,"male",2006,10,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4888",4888,"male",1961,55,"middle",1,"marriage","no",772,"건설관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"4891",4891,"male",1995,21,"young",5,NA,"no",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"4892",4892,"male",1965,51,"middle",3,"divorce","yes",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"4893",4893,"male",1994,22,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4894",4894,"male",1997,19,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4897",4897,"male",2001,15,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4898",4898,"male",1971,45,"middle",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",NA,7,"광주/전남/전북/제주도"
"4901",4901,"male",1944,72,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4903",4903,"male",1964,52,"middle",1,"marriage","no",753,"기계장비 설치 및 정비원",362,7,"광주/전남/전북/제주도"
"4905",4905,"male",1994,22,"young",5,NA,"no",930,"제조관련 단순 종사원",120,7,"광주/전남/전북/제주도"
"4906",4906,"male",2000,16,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4907",4907,"male",1964,52,"middle",1,"marriage","no",730,"목재 가구 악기 및 간판 관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"4910",4910,"male",1999,17,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4912",4912,"male",1942,74,"old",1,"marriage","yes",NA,NA,NA,5,"대전/충남"
"4914",4914,"male",1963,53,"middle",1,"marriage","yes",311,"행정 사무원",553.3,7,"광주/전남/전북/제주도"
"4916",4916,"male",1989,27,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4917",4917,"male",1991,25,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4918",4918,"male",1935,81,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4919",4919,"male",1962,54,"middle",1,"marriage","no",854,"운송차량 및 기계 관련 조립원",833.3,7,"광주/전남/전북/제주도"
"4921",4921,"male",1992,24,"young",5,NA,"no",252,"학교 교사",200,7,"광주/전남/전북/제주도"
"4922",4922,"male",1994,22,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4923",4923,"male",1957,59,"middle",1,"marriage","yes",151,"판매 및 운송 관리자",NA,7,"광주/전남/전북/제주도"
"4925",4925,"male",1990,26,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4926",4926,"male",1963,53,"middle",1,"marriage","no",311,"행정 사무원",469.2,7,"광주/전남/전북/제주도"
"4928",4928,"male",1995,21,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4930",4930,"male",1965,51,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4934",4934,"male",1944,72,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4940",4940,"male",1976,40,"middle",1,"marriage","yes",141,"건설 전기 및 생산 관련 관리자",338.6,7,"광주/전남/전북/제주도"
"4943",4943,"male",1992,24,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4945",4945,"male",1975,41,"middle",1,"marriage","no",442,"음식서비스 종사자",NA,7,"광주/전남/전북/제주도"
"4946",4946,"male",1939,77,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4947",4947,"male",1968,48,"middle",5,NA,"no",862,"전기 및 전자 설비 조작원",203.3,7,"광주/전남/전북/제주도"
"4948",4948,"male",1970,46,"middle",1,"marriage","no",853,"자동조립라인 및 산업용 로봇 조작원",251.6,7,"광주/전남/전북/제주도"
"4949",4949,"male",1931,85,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4952",4952,"male",2011,5,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4953",4953,"male",1943,73,"old",1,"marriage","no",999,"기타 서비스관련 단순 종사원",NA,7,"광주/전남/전북/제주도"
"4955",4955,"male",1976,40,"middle",1,"marriage","no",252,"학교 교사",380.8,7,"광주/전남/전북/제주도"
"4958",4958,"male",2013,3,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4962",4962,"male",1937,79,"old",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"4963",4963,"male",1963,53,"middle",1,"marriage","no",774,"채굴 및 토목 관련 기능 종사자",388.6,2,"수도권(인천/경기)"
"4965",4965,"male",1995,21,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"4967",4967,"male",1987,29,"young",5,NA,"yes",245,"치료사 및 의료기사",216.6,7,"광주/전남/전북/제주도"
"4968",4968,"male",1984,32,"middle",5,NA,"yes",930,"제조관련 단순 종사원",200,7,"광주/전남/전북/제주도"
"4971",4971,"male",1968,48,"middle",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4972",4972,"male",1974,42,"middle",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4973",4973,"male",1955,61,"old",1,"marriage","yes",910,"건설 및 광업 단순 종사원",160,1,"서울"
"4977",4977,"male",1946,70,"old",4,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"4978",4978,"male",1977,39,"middle",5,NA,"no",432,"여가 및 스포츠 관련 종사자",NA,7,"광주/전남/전북/제주도"
"4979",4979,"male",1957,59,"middle",1,"marriage","no",799,"기타 기능관련 종사자",220.1,7,"광주/전남/전북/제주도"
"4981",4981,"male",1982,34,"middle",5,NA,"no",312,"경영관련 사무원",201.6,7,"광주/전남/전북/제주도"
"4982",4982,"male",1948,68,"old",1,"marriage","no",772,"건설관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"4984",4984,"male",1980,36,"middle",5,NA,"no",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"4986",4986,"male",1952,64,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4989",4989,"male",1944,72,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"4992",4992,"male",1980,36,"middle",5,NA,"no",284,"화가 사진가 및 공연예술가",NA,1,"서울"
"4993",4993,"male",1942,74,"old",1,"marriage","yes",873,"자동차 운전원",91.6,7,"광주/전남/전북/제주도"
"4996",4996,"male",1962,54,"middle",1,"marriage","no",773,"건축마감관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"4999",4999,"male",1935,81,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5001",5001,"male",1950,66,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5002",5002,"male",1988,28,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5003",5003,"male",1958,58,"middle",1,"marriage","no",510,"영업 종사자",147.1,7,"광주/전남/전북/제주도"
"5005",5005,"male",1988,28,"young",5,NA,"no",246,"보건의료관련 종사자",70,7,"광주/전남/전북/제주도"
"5006",5006,"male",1991,25,"young",5,NA,"no",442,"음식서비스 종사자",125.3,7,"광주/전남/전북/제주도"
"5007",5007,"male",1951,65,"old",1,"marriage","no",432,"여가 및 스포츠 관련 종사자",NA,7,"광주/전남/전북/제주도"
"5009",5009,"male",1982,34,"middle",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5010",5010,"male",1974,42,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5013",5013,"male",2008,8,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5016",5016,"male",1983,33,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",358.3,3,"부산/경남/울산"
"5018",5018,"male",2008,8,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"5019",5019,"male",1954,62,"old",1,"marriage","yes",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"5021",5021,"male",1979,37,"middle",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5026",5026,"male",1976,40,"middle",1,"marriage","no",442,"음식서비스 종사자",305.8,7,"광주/전남/전북/제주도"
"5029",5029,"male",1979,37,"middle",1,"marriage","yes",259,"기타 교육 전문가",NA,7,"광주/전남/전북/제주도"
"5033",5033,"male",1978,38,"middle",1,"marriage","yes",235,"전기 전자 및 기계 공학 기술자 및 시험원",783.4,5,"대전/충남"
"5034",5034,"male",2013,3,"young",0,NA,"yes",NA,NA,NA,5,"대전/충남"
"5035",5035,"male",1970,46,"middle",3,"divorce","no",941,"청소원 및 환경 미화원",180.2,7,"광주/전남/전북/제주도"
"5037",5037,"male",1955,61,"old",1,"marriage","no",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"5039",5039,"male",1985,31,"middle",5,NA,"no",741,"금형 주조 및 단조원",153,7,"광주/전남/전북/제주도"
"5040",5040,"male",1951,65,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5042",5042,"male",1977,39,"middle",1,"marriage","no",312,"경영관련 사무원",425,7,"광주/전남/전북/제주도"
"5043",5043,"male",1979,37,"middle",1,"marriage","no",753,"기계장비 설치 및 정비원",283.3,7,"광주/전남/전북/제주도"
"5048",5048,"male",2011,5,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5049",5049,"male",2010,6,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5050",5050,"male",2012,4,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5052",5052,"male",1952,64,"old",1,"marriage","no",910,"건설 및 광업 단순 종사원",105,7,"광주/전남/전북/제주도"
"5056",5056,"male",1966,50,"middle",1,"marriage","no",922,"배달원",157.1,7,"광주/전남/전북/제주도"
"5058",5058,"male",1998,18,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5060",5060,"male",2006,10,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5061",5061,"male",1942,74,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5063",5063,"male",1962,54,"middle",1,"marriage","no",799,"기타 기능관련 종사자",NA,7,"광주/전남/전북/제주도"
"5065",5065,"male",1990,26,"young",5,NA,"no",521,"매장 판매 종사자",216.6,7,"광주/전남/전북/제주도"
"5066",5066,"male",1992,24,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5067",5067,"male",2007,9,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5070",5070,"male",1952,64,"old",3,"divorce","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5072",5072,"male",1981,35,"middle",5,NA,"no",999,"기타 서비스관련 단순 종사원",120,7,"광주/전남/전북/제주도"
"5073",5073,"male",1955,61,"old",1,"marriage","no",722,"의복 제조관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"5075",5075,"male",1981,35,"middle",5,NA,"no",899,"기타 제조관련 기계조작원",347.3,7,"광주/전남/전북/제주도"
"5076",5076,"male",1979,37,"middle",1,"marriage","yes",761,"전기 및 전자기기 설치 및 수리원",300,7,"광주/전남/전북/제주도"
"5080",5080,"male",2010,6,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5086",5086,"male",1980,36,"middle",1,"marriage","yes",412,"경호 및 보안 관련 종사자",387,7,"광주/전남/전북/제주도"
"5089",5089,"male",1956,60,"old",1,"marriage","yes",432,"여가 및 스포츠 관련 종사자",NA,7,"광주/전남/전북/제주도"
"5091",5091,"male",1987,29,"young",5,NA,"yes",930,"제조관련 단순 종사원",260,7,"광주/전남/전북/제주도"
"5092",5092,"male",1987,29,"young",5,NA,"yes",930,"제조관련 단순 종사원",210,7,"광주/전남/전북/제주도"
"5097",5097,"male",1984,32,"middle",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5098",5098,"male",1980,36,"middle",1,"marriage","no",235,"전기 전자 및 기계 공학 기술자 및 시험원",483.5,2,"수도권(인천/경기)"
"5099",5099,"male",1966,50,"middle",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5104",5104,"male",1952,64,"old",3,"divorce","yes",941,"청소원 및 환경 미화원",0.46,7,"광주/전남/전북/제주도"
"5105",5105,"male",1978,38,"middle",5,NA,"no",773,"건축마감관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"5109",5109,"male",1996,20,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5112",5112,"male",1944,72,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5113",5113,"male",1975,41,"middle",5,NA,"yes",953,"판매관련 단순 종사원",111.7,7,"광주/전남/전북/제주도"
"5116",5116,"male",1990,26,"young",5,NA,"no",999,"기타 서비스관련 단순 종사원",NA,7,"광주/전남/전북/제주도"
"5118",5118,"male",1950,66,"old",1,"marriage","yes",NA,NA,NA,5,"대전/충남"
"5123",5123,"male",1961,55,"middle",1,"marriage","yes",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"5125",5125,"male",1990,26,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5127",5127,"male",1952,64,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5131",5131,"male",1962,54,"middle",1,"marriage","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,7,"광주/전남/전북/제주도"
"5134",5134,"male",1996,20,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5135",5135,"male",1970,46,"middle",1,"marriage","no",311,"행정 사무원",422.5,7,"광주/전남/전북/제주도"
"5137",5137,"male",2005,11,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5138",5138,"male",2007,9,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5139",5139,"male",1967,49,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5141",5141,"male",1996,20,"young",5,NA,"no",221,"컴퓨터 하드웨어 및 통신공학 전문가",NA,7,"광주/전남/전북/제주도"
"5142",5142,"male",1953,63,"old",1,"marriage","yes",510,"영업 종사자",583.3,7,"광주/전남/전북/제주도"
"5144",5144,"male",1986,30,"middle",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5145",5145,"male",1962,54,"middle",1,"marriage","yes",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"5148",5148,"male",1995,21,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5149",5149,"male",1959,57,"middle",1,"marriage","no",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"5152",5152,"male",1955,61,"old",1,"marriage","no",320,"금융 및 보험관련 사무 종사자",250,7,"광주/전남/전북/제주도"
"5156",5156,"male",1927,89,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5158",5158,"male",1978,38,"middle",1,"marriage","no",875,"건설 및 채굴 기계운전원",NA,7,"광주/전남/전북/제주도"
"5159",5159,"male",2007,9,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5160",5160,"male",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5161",5161,"male",1979,37,"middle",1,"marriage","no",311,"행정 사무원",256.7,7,"광주/전남/전북/제주도"
"5163",5163,"male",1936,80,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5164",5164,"male",1942,74,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5168",5168,"male",1976,40,"middle",1,"marriage","no",772,"건설관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"5169",5169,"male",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5172",5172,"male",1976,40,"middle",1,"marriage","no",841,"주조 및 금속 가공관련 기계조작원",259,7,"광주/전남/전북/제주도"
"5177",5177,"male",1963,53,"middle",1,"marriage","yes",854,"운송차량 및 기계 관련 조립원",816.6,7,"광주/전남/전북/제주도"
"5181",5181,"male",1974,42,"middle",1,"marriage","yes",864,"전기 전자 부품 및 제품 조립원",237.9,7,"광주/전남/전북/제주도"
"5186",5186,"male",1971,45,"middle",1,"marriage","no",852,"냉 난방 관련 설비 조작원",339,7,"광주/전남/전북/제주도"
"5190",5190,"male",2008,8,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5192",5192,"male",1969,47,"middle",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5193",5193,"male",1962,54,"middle",1,"marriage","yes",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"5195",5195,"male",1998,18,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5197",5197,"male",1954,62,"old",1,"marriage","no",942,"경비원 및 검표원",135,7,"광주/전남/전북/제주도"
"5199",5199,"male",1958,58,"middle",1,"marriage","no",773,"건축마감관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"5201",5201,"male",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5202",5202,"male",1946,70,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5204",5204,"male",1975,41,"middle",1,"marriage","no",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"5205",5205,"male",1975,41,"middle",1,"marriage","no",854,"운송차량 및 기계 관련 조립원",188.7,7,"광주/전남/전북/제주도"
"5207",5207,"male",2008,8,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5209",5209,"male",2007,9,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5210",5210,"male",2011,5,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5212",5212,"male",1980,36,"middle",5,NA,"no",320,"금융 및 보험관련 사무 종사자",115,7,"광주/전남/전북/제주도"
"5216",5216,"male",1954,62,"old",1,"marriage","no",153,"환경 청소 및 경비 관련 관리자",275.4,7,"광주/전남/전북/제주도"
"5220",5220,"male",1971,45,"middle",3,"divorce","no",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"5221",5221,"male",1996,20,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5222",5222,"male",1999,17,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5224",5224,"male",1974,42,"middle",1,"marriage","no",312,"경영관련 사무원",606.5,7,"광주/전남/전북/제주도"
"5227",5227,"male",1972,44,"middle",1,"marriage","yes",139,"기타 전문서비스 관리자",250,7,"광주/전남/전북/제주도"
"5231",5231,"male",2006,10,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5232",5232,"male",1974,42,"middle",1,"marriage","no",832,"화학 고무 및 플라스틱 제품 생산기 조작원",450,7,"광주/전남/전북/제주도"
"5236",5236,"male",2006,10,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5237",5237,"male",1969,47,"middle",1,"marriage","no",751,"자동차 정비원",720,7,"광주/전남/전북/제주도"
"5241",5241,"male",1956,60,"old",1,"marriage","yes",246,"보건의료관련 종사자",240.2,7,"광주/전남/전북/제주도"
"5243",5243,"male",1963,53,"middle",1,"marriage","no",141,"건설 전기 및 생산 관련 관리자",524.1,7,"광주/전남/전북/제주도"
"5246",5246,"male",1994,22,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5247",5247,"male",1961,55,"middle",1,"marriage","no",772,"건설관련 기능 종사자",300,7,"광주/전남/전북/제주도"
"5249",5249,"male",1990,26,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5251",5251,"male",1969,47,"middle",1,"marriage","no",411,"경찰 소방 및 교도 관련 종사자",572,7,"광주/전남/전북/제주도"
"5254",5254,"male",2000,16,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5255",5255,"male",1939,77,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5257",5257,"male",1972,44,"middle",1,"marriage","no",312,"경영관련 사무원",419.1,7,"광주/전남/전북/제주도"
"5259",5259,"male",2003,13,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5260",5260,"male",2005,11,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5263",5263,"male",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5264",5264,"male",1937,79,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5266",5266,"male",1963,53,"middle",1,"marriage","no",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"5268",5268,"male",1991,25,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5269",5269,"male",1981,35,"middle",1,"marriage","yes",510,"영업 종사자",208.3,7,"광주/전남/전북/제주도"
"5273",5273,"male",1947,69,"old",1,"marriage","yes",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"5275",5275,"male",1969,47,"middle",1,"marriage","no",510,"영업 종사자",583.3,7,"광주/전남/전북/제주도"
"5277",5277,"male",1998,18,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5278",5278,"male",2000,16,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5279",5279,"male",1969,47,"middle",1,"marriage","no",311,"행정 사무원",390,7,"광주/전남/전북/제주도"
"5282",5282,"male",1998,18,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"5283",5283,"male",1966,50,"middle",1,"marriage","yes",899,"기타 제조관련 기계조작원",450,7,"광주/전남/전북/제주도"
"5286",5286,"male",1966,50,"middle",1,"marriage","yes",311,"행정 사무원",526,7,"광주/전남/전북/제주도"
"5289",5289,"male",1996,20,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5290",5290,"male",2001,15,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"5291",5291,"male",1965,51,"middle",1,"marriage","no",141,"건설 전기 및 생산 관련 관리자",1083.3,7,"광주/전남/전북/제주도"
