"","X","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"1788",1788,"female",1960,56,"middle",1,"marriage","no",521,"매장 판매 종사자",107,1,"서울"
"1792",1792,"female",1964,52,"middle",1,"marriage","yes",722,"의복 제조관련 기능 종사자",NA,1,"서울"
"1793",1793,"female",1989,27,"young",5,NA,"yes",442,"음식서비스 종사자",117,1,"서울"
"1794",1794,"female",1996,20,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"1795",1795,"female",1971,45,"middle",3,"divorce","no",NA,NA,NA,1,"서울"
"1797",1797,"female",1961,55,"middle",3,"divorce","yes",NA,NA,NA,1,"서울"
"1798",1798,"female",1998,18,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1800",1800,"female",1961,55,"middle",1,"marriage","no",312,"경영관련 사무원",NA,1,"서울"
"1803",1803,"female",1942,74,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1804",1804,"female",1959,57,"middle",3,"divorce","no",NA,NA,NA,1,"서울"
"1805",1805,"female",1982,34,"middle",1,"marriage","no",422,"이 미용 및 관련 서비스 종사자",300,1,"서울"
"1807",1807,"female",1971,45,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"1810",1810,"female",1970,46,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"1811",1811,"female",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1812",1812,"female",2010,6,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1815",1815,"female",1973,43,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"1816",1816,"female",2000,16,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1818",1818,"female",1960,56,"middle",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"1821",1821,"female",1948,68,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1823",1823,"female",1952,64,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1825",1825,"female",1974,42,"middle",1,"marriage","yes",441,"주방장 및 조리사",NA,1,"서울"
"1827",1827,"female",2004,12,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1830",1830,"female",1972,44,"middle",1,"marriage","no",313,"회계 및 경리 사무원",270,1,"서울"
"1831",1831,"female",2000,16,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1833",1833,"female",1990,26,"young",1,"marriage","no",NA,NA,NA,5,"대전/충남"
"1837",1837,"female",1968,48,"middle",1,"marriage","no",442,"음식서비스 종사자",NA,1,"서울"
"1838",1838,"female",1992,24,"young",5,NA,"no",313,"회계 및 경리 사무원",190.7,1,"서울"
"1839",1839,"female",1994,22,"young",5,NA,"no",NA,NA,NA,1,"서울"
"1842",1842,"female",1978,38,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"1843",1843,"female",2005,11,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"1846",1846,"female",1947,69,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",98,1,"서울"
"1848",1848,"female",1928,88,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"1849",1849,"female",1931,85,"old",2,NA,"no",NA,NA,NA,1,"서울"
"1851",1851,"female",1948,68,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"1854",1854,"female",1955,61,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1858",1858,"female",1974,42,"middle",1,"marriage","no",441,"주방장 및 조리사",117.5,1,"서울"
"1859",1859,"female",2002,14,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1860",1860,"female",2004,12,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1861",1861,"female",2006,10,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1863",1863,"female",1956,60,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1867",1867,"female",1965,51,"middle",1,"marriage","no",721,"섬유 및 가죽 관련 기능 종사자",NA,1,"서울"
"1868",1868,"female",1995,21,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"1869",1869,"female",1999,17,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1870",1870,"female",2001,15,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1872",1872,"female",1942,74,"old",2,NA,"no",NA,NA,NA,1,"서울"
"1874",1874,"female",1969,47,"middle",1,"marriage","no",521,"매장 판매 종사자",123,1,"서울"
"1875",1875,"female",2003,13,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1877",1877,"female",1952,64,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"1879",1879,"female",1950,66,"old",1,"marriage","no",951,"가사 및 육아 도우미",NA,1,"서울"
"1881",1881,"female",1976,40,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"1882",1882,"female",2005,11,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1883",1883,"female",2010,6,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1885",1885,"female",1950,66,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1887",1887,"female",1932,84,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1889",1889,"female",1938,78,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1891",1891,"female",1960,56,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"1892",1892,"female",1957,59,"middle",1,"marriage","yes",941,"청소원 및 환경 미화원",102,1,"서울"
"1895",1895,"female",1988,28,"young",1,"marriage","no",399,"고객 상담 및 기타 사무원",162.8,1,"서울"
"1897",1897,"female",1970,46,"middle",1,"marriage","yes",952,"음식관련 단순 종사원",158.8,1,"서울"
"1900",1900,"female",1943,73,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"1902",1902,"female",1978,38,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"1903",1903,"female",1998,18,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1904",1904,"female",2005,11,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1906",1906,"female",1941,75,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1907",1907,"female",1948,68,"old",3,"divorce","yes",951,"가사 및 육아 도우미",20,2,"수도권(인천/경기)"
"1909",1909,"female",1935,81,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"1911",1911,"female",1980,36,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"1913",1913,"female",1973,43,"middle",1,"marriage","no",521,"매장 판매 종사자",NA,1,"서울"
"1914",1914,"female",1994,22,"young",5,NA,"no",NA,NA,NA,1,"서울"
"1915",1915,"female",1998,18,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1917",1917,"female",1952,64,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1918",1918,"female",1943,73,"old",2,NA,"no",NA,NA,NA,1,"서울"
"1921",1921,"female",1944,72,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1923",1923,"female",1942,74,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1924",1924,"female",1961,55,"middle",3,"divorce","no",941,"청소원 및 환경 미화원",170,1,"서울"
"1925",1925,"female",1988,28,"young",5,NA,"no",314,"비서 및 사무 보조원",150,1,"서울"
"1926",1926,"female",1994,22,"young",5,NA,"no",313,"회계 및 경리 사무원",169,1,"서울"
"1928",1928,"female",1965,51,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",63,1,"서울"
"1929",1929,"female",1989,27,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"1930",1930,"female",1995,21,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"1933",1933,"female",1955,61,"old",1,"marriage","no",259,"기타 교육 전문가",180,1,"서울"
"1935",1935,"female",1971,45,"middle",1,"marriage","no",313,"회계 및 경리 사무원",310,1,"서울"
"1939",1939,"female",1969,47,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"1942",1942,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"1944",1944,"female",1955,61,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1945",1945,"female",1982,34,"middle",1,"marriage","no",320,"금융 및 보험관련 사무 종사자",NA,2,"수도권(인천/경기)"
"1946",1946,"female",1986,30,"middle",5,NA,"yes",259,"기타 교육 전문가",180,1,"서울"
"1948",1948,"female",2010,6,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"1951",1951,"female",1937,79,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"1956",1956,"female",1946,70,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1957",1957,"female",1961,55,"middle",3,"divorce","no",442,"음식서비스 종사자",98,1,"서울"
"1960",1960,"female",1943,73,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1962",1962,"female",1960,56,"middle",2,NA,"no",432,"여가 및 스포츠 관련 종사자",NA,1,"서울"
"1964",1964,"female",1988,28,"young",5,NA,"no",NA,NA,NA,1,"서울"
"1965",1965,"female",1951,65,"old",3,"divorce","no",999,"기타 서비스관련 단순 종사원",127,1,"서울"
"1966",1966,"female",1995,21,"young",5,NA,"no",NA,NA,NA,1,"서울"
"1968",1968,"female",1989,27,"young",5,NA,"no",313,"회계 및 경리 사무원",191.6,1,"서울"
"1969",1969,"female",1991,25,"young",5,NA,"no",952,"음식관련 단순 종사원",129.6,1,"서울"
"1971",1971,"female",1934,82,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1972",1972,"female",1988,28,"young",5,NA,"no",NA,NA,NA,1,"서울"
"1975",1975,"female",1958,58,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"1979",1979,"female",1966,50,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"1981",1981,"female",1992,24,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"1982",1982,"female",1926,90,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"1984",1984,"female",1927,89,"old",2,NA,"no",NA,NA,NA,1,"서울"
"1987",1987,"female",1956,60,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1989",1989,"female",1973,43,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"1992",1992,"female",1957,59,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"1995",1995,"female",1961,55,"middle",1,"marriage","yes",442,"음식서비스 종사자",100,1,"서울"
"1997",1997,"female",1947,69,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1998",1998,"female",1971,45,"middle",5,NA,"yes",311,"행정 사무원",312.5,1,"서울"
"2000",2000,"female",1976,40,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"2003",2003,"female",1943,73,"old",1,"marriage","yes",NA,NA,NA,6,"강원/충북"
"2004",2004,"female",1948,68,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2006",2006,"female",1942,74,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2007",2007,"female",1982,34,"middle",1,"marriage","no",953,"판매관련 단순 종사원",125,1,"서울"
"2009",2009,"female",2007,9,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2014",2014,"female",1965,51,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"2015",2015,"female",1991,25,"young",5,NA,"no",NA,NA,NA,1,"서울"
"2017",2017,"female",1980,36,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"2020",2020,"female",1974,42,"middle",1,"marriage","no",330,"법률 및 감사 사무 종사자",618.3,1,"서울"
"2021",2021,"female",2003,13,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2023",2023,"female",2010,6,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2024",2024,"female",1944,72,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2025",2025,"female",1948,68,"old",2,NA,"no",952,"음식관련 단순 종사원",180,1,"서울"
"2026",2026,"female",1985,31,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"2027",2027,"female",1970,46,"middle",2,NA,"no",721,"섬유 및 가죽 관련 기능 종사자",149.6,1,"서울"
"2029",2029,"female",1996,20,"young",5,NA,"no",NA,NA,NA,1,"서울"
"2030",2030,"female",1999,17,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2031",2031,"female",1947,69,"old",3,"divorce","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,1,"서울"
"2033",2033,"female",1942,74,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2034",2034,"female",1979,37,"middle",5,NA,"yes",274,"기술영업 및 중개 관련 종사자",262,1,"서울"
"2037",2037,"female",1969,47,"middle",3,"divorce","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"2038",2038,"female",1976,40,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"2039",2039,"female",1951,65,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"2043",2043,"female",1976,40,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"2044",2044,"female",2007,9,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2047",2047,"female",1974,42,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"2049",2049,"female",2001,15,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"2050",2050,"female",1977,39,"middle",5,NA,"no",259,"기타 교육 전문가",177.3,2,"수도권(인천/경기)"
"2052",2052,"female",1952,64,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2054",2054,"female",1947,69,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2056",2056,"female",1969,47,"middle",1,"marriage","yes",399,"고객 상담 및 기타 사무원",516,1,"서울"
"2060",2060,"female",1954,62,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2062",2062,"female",1954,62,"old",1,"marriage","yes",441,"주방장 및 조리사",NA,2,"수도권(인천/경기)"
"2063",2063,"female",1987,29,"young",5,NA,"yes",259,"기타 교육 전문가",80,2,"수도권(인천/경기)"
"2065",2065,"female",1953,63,"old",1,"marriage","yes",243,"간호사",172,1,"서울"
"2066",2066,"female",1960,56,"middle",3,"divorce","no",442,"음식서비스 종사자",120,1,"서울"
"2067",2067,"female",1990,26,"young",5,NA,"no",253,"유치원 교사",176.7,1,"서울"
"2069",2069,"female",1964,52,"middle",1,"marriage","no",952,"음식관련 단순 종사원",108,1,"서울"
"2071",2071,"female",1988,28,"young",5,NA,"no",314,"비서 및 사무 보조원",160,1,"서울"
"2072",2072,"female",1957,59,"middle",1,"marriage","yes",951,"가사 및 육아 도우미",NA,1,"서울"
"2075",2075,"female",1986,30,"middle",5,NA,"no",312,"경영관련 사무원",349.3,1,"서울"
"2077",2077,"female",1961,55,"middle",1,"marriage","no",521,"매장 판매 종사자",60,1,"서울"
"2079",2079,"female",1992,24,"young",5,NA,"no",NA,NA,NA,1,"서울"
"2081",2081,"female",1940,76,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"2083",2083,"female",1978,38,"middle",1,"marriage","yes",259,"기타 교육 전문가",NA,1,"서울"
"2084",2084,"female",2010,6,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"2085",2085,"female",1940,76,"old",3,"divorce","yes",NA,NA,NA,1,"서울"
"2087",2087,"female",1961,55,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",141.2,1,"서울"
"2090",2090,"female",1962,54,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"2092",2092,"female",1949,67,"old",1,"marriage","yes",951,"가사 및 육아 도우미",30,1,"서울"
"2094",2094,"female",1957,59,"middle",1,"marriage","no",951,"가사 및 육아 도우미",100,1,"서울"
"2095",2095,"female",1958,58,"middle",2,NA,"yes",941,"청소원 및 환경 미화원",129.8,1,"서울"
"2099",2099,"female",1985,31,"middle",5,NA,"yes",941,"청소원 및 환경 미화원",30,1,"서울"
"2100",2100,"female",1959,57,"middle",3,"divorce","yes",941,"청소원 및 환경 미화원",92.5,1,"서울"
"2101",2101,"female",1983,33,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"2102",2102,"female",1961,55,"middle",3,"divorce","yes",NA,NA,NA,1,"서울"
"2103",2103,"female",1988,28,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"2105",2105,"female",1958,58,"middle",1,"marriage","yes",952,"음식관련 단순 종사원",115,1,"서울"
"2108",2108,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2109",2109,"female",1945,71,"old",5,NA,"yes",NA,NA,NA,1,"서울"
"2111",2111,"female",1947,69,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2112",2112,"female",1954,62,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2113",2113,"female",1940,76,"old",5,NA,"yes",NA,NA,NA,1,"서울"
"2114",2114,"female",1927,89,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2116",2116,"female",1939,77,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2119",2119,"female",1948,68,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"2121",2121,"female",1993,23,"young",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"2123",2123,"female",1948,68,"old",2,NA,"yes",951,"가사 및 육아 도우미",NA,1,"서울"
"2126",2126,"female",1972,44,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"2128",2128,"female",2007,9,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2129",2129,"female",1938,78,"old",2,NA,"no",NA,NA,NA,1,"서울"
"2131",2131,"female",1954,62,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2134",2134,"female",1965,51,"middle",1,"marriage","yes",259,"기타 교육 전문가",164,1,"서울"
"2136",2136,"female",1994,22,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"2139",2139,"female",1948,68,"old",2,NA,"no",NA,NA,NA,1,"서울"
"2140",2140,"female",1980,36,"middle",1,"marriage","no",442,"음식서비스 종사자",NA,1,"서울"
"2141",2141,"female",2011,5,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2142",2142,"female",1953,63,"old",2,NA,"no",NA,NA,NA,1,"서울"
"2144",2144,"female",1947,69,"old",2,NA,"no",NA,NA,NA,1,"서울"
"2145",2145,"female",1938,78,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2146",2146,"female",1950,66,"old",2,NA,"yes",941,"청소원 및 환경 미화원",40,1,"서울"
"2147",2147,"female",1974,42,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"2149",2149,"female",1956,60,"old",4,NA,"yes",NA,NA,NA,1,"서울"
"2151",2151,"female",1947,69,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"2152",2152,"female",1969,47,"middle",3,"divorce","no",521,"매장 판매 종사자",110,1,"서울"
"2156",2156,"female",1961,55,"middle",1,"marriage","yes",951,"가사 및 육아 도우미",NA,1,"서울"
"2157",2157,"female",1983,33,"middle",1,"marriage","no",243,"간호사",353,1,"서울"
"2161",2161,"female",2013,3,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2163",2163,"female",1939,77,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2165",2165,"female",1956,60,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2167",2167,"female",1964,52,"middle",1,"marriage","no",442,"음식서비스 종사자",100,1,"서울"
"2171",2171,"female",1967,49,"middle",1,"marriage","no",953,"판매관련 단순 종사원",110,1,"서울"
"2173",2173,"female",1995,21,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"2175",2175,"female",1968,48,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",39,1,"서울"
"2176",2176,"female",1991,25,"young",5,NA,"yes",247,"사회복지관련 종사자",88,1,"서울"
"2177",2177,"female",1994,22,"young",5,NA,"yes",254,"문리 기술 및 예능 강사",15,1,"서울"
"2180",2180,"female",1947,69,"old",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",20,1,"서울"
"2181",2181,"female",1973,43,"middle",5,NA,"no",521,"매장 판매 종사자",154,1,"서울"
"2183",2183,"female",1985,31,"middle",1,"marriage","yes",248,"종교관련 종사자",70,7,"광주/전남/전북/제주도"
"2185",2185,"female",1955,61,"old",1,"marriage","yes",314,"비서 및 사무 보조원",24,1,"서울"
"2188",2188,"female",1965,51,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"2189",2189,"female",1991,25,"young",5,NA,"no",312,"경영관련 사무원",235,1,"서울"
"2192",2192,"female",1951,65,"old",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",62.4,1,"서울"
"2194",2194,"female",1966,50,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"2195",2195,"female",1993,23,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"2197",2197,"female",1959,57,"middle",2,NA,"no",510,"영업 종사자",83,2,"수도권(인천/경기)"
"2201",2201,"female",1963,53,"middle",1,"marriage","no",952,"음식관련 단순 종사원",58,1,"서울"
"2202",2202,"female",1982,34,"middle",5,NA,"no",314,"비서 및 사무 보조원",218,1,"서울"
"2205",2205,"female",1939,77,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2207",2207,"female",1971,45,"middle",1,"marriage","yes",811,"식품가공관련 기계조작원",NA,1,"서울"
"2211",2211,"female",1964,52,"middle",1,"marriage","yes",521,"매장 판매 종사자",132,1,"서울"
"2212",2212,"female",1991,25,"young",5,NA,"yes",441,"주방장 및 조리사",165,1,"서울"
"2213",2213,"female",1995,21,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"2215",2215,"female",1968,48,"middle",1,"marriage","no",823,"세탁관련 기계조작원",190,1,"서울"
"2217",2217,"female",1997,19,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2218",2218,"female",1999,17,"young",0,NA,"no",NA,NA,NA,1,"서울"
"2220",2220,"female",1963,53,"middle",1,"marriage","yes",521,"매장 판매 종사자",NA,1,"서울"
"2221",2221,"female",1989,27,"young",5,NA,"yes",521,"매장 판매 종사자",NA,1,"서울"
"2223",2223,"female",1933,83,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2225",2225,"female",1942,74,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",99,1,"서울"
"2227",2227,"female",1947,69,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2229",2229,"female",1947,69,"old",1,"marriage","yes",951,"가사 및 육아 도우미",215,1,"서울"
"2232",2232,"female",1968,48,"middle",1,"marriage","no",247,"사회복지관련 종사자",159.1,7,"광주/전남/전북/제주도"
"2236",2236,"female",1975,41,"middle",1,"marriage","yes",312,"경영관련 사무원",500,1,"서울"
"2238",2238,"female",2005,11,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"2240",2240,"female",1962,54,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"2242",2242,"female",1989,27,"young",5,NA,"yes",314,"비서 및 사무 보조원",150,1,"서울"
"2244",2244,"female",1939,77,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2245",2245,"female",1943,73,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2248",2248,"female",1948,68,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"2249",2249,"female",1983,33,"middle",5,NA,"no",313,"회계 및 경리 사무원",130,1,"서울"
"2250",2250,"female",1938,78,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2252",2252,"female",1965,51,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"2253",2253,"female",1989,27,"young",5,NA,"yes",247,"사회복지관련 종사자",110,1,"서울"
"2256",2256,"female",1971,45,"middle",1,"marriage","yes",254,"문리 기술 및 예능 강사",95,1,"서울"
"2257",2257,"female",1944,72,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2259",2259,"female",2007,9,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"2261",2261,"female",1941,75,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2262",2262,"female",1937,79,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"2263",2263,"female",1943,73,"old",2,NA,"no",941,"청소원 및 환경 미화원",20,1,"서울"
"2264",2264,"female",1957,59,"middle",4,NA,"yes",864,"전기 전자 부품 및 제품 조립원",120,1,"서울"
"2267",2267,"female",1950,66,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"2269",2269,"female",1964,52,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",85.5,1,"서울"
"2273",2273,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"2274",2274,"female",1946,70,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2276",2276,"female",1948,68,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2277",2277,"female",2003,13,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2278",2278,"female",1997,19,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2279",2279,"female",1955,61,"old",3,"divorce","no",NA,NA,NA,3,"부산/경남/울산"
"2281",2281,"female",1944,72,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2282",2282,"female",2001,15,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2285",2285,"female",1937,79,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2286",2286,"female",1965,51,"middle",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2288",2288,"female",1960,56,"middle",1,"marriage","yes",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"2291",2291,"female",1955,61,"old",1,"marriage","yes",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"2293",2293,"female",1978,38,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2294",2294,"female",2008,8,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2296",2296,"female",1972,44,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",NA,3,"부산/경남/울산"
"2298",2298,"female",2003,13,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2299",2299,"female",2006,10,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"2301",2301,"female",1953,63,"old",1,"marriage","yes",441,"주방장 및 조리사",NA,3,"부산/경남/울산"
"2303",2303,"female",1972,44,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2304",2304,"female",1996,20,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2306",2306,"female",1945,71,"old",1,"marriage","yes",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"2308",2308,"female",1963,53,"middle",1,"marriage","no",442,"음식서비스 종사자",NA,3,"부산/경남/울산"
"2310",2310,"female",1991,25,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2311",2311,"female",1947,69,"old",3,"divorce","no",NA,NA,NA,3,"부산/경남/울산"
"2313",2313,"female",1964,52,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2314",2314,"female",1983,33,"middle",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2315",2315,"female",1968,48,"middle",2,NA,"yes",999,"기타 서비스관련 단순 종사원",82.5,3,"부산/경남/울산"
"2319",2319,"female",1951,65,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2320",2320,"female",1977,39,"middle",1,"marriage","no",252,"학교 교사",361.7,3,"부산/경남/울산"
"2321",2321,"female",2009,7,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"2324",2324,"female",1934,82,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"2325",2325,"female",1938,78,"old",1,"marriage","yes",951,"가사 및 육아 도우미",NA,3,"부산/경남/울산"
"2327",2327,"female",1950,66,"old",3,"divorce","yes",941,"청소원 및 환경 미화원",92,3,"부산/경남/울산"
"2328",2328,"female",1982,34,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"2330",2330,"female",1959,57,"middle",1,"marriage","no",441,"주방장 및 조리사",NA,3,"부산/경남/울산"
